open,high,low,close,volume,RSI,MACD,MACD_signal,MACD_hist,BB_upper,BB_middle,BB_lower,K,D,J,signal
2755.49,2755.944,2734.505,2737.923,4438073900,,,,,,,,,,,0
2749.322,2751.726,2737.008,2739.745,3861119800,,,,,,,,,,,0
2737.313,2757.618,2733.566,2746.963,4632842300,,,,,,,,,,,0
2748.294,2749.221,2713.467,2718.186,3971076500,,,,,,,,,,,0
2712.738,2722.49,2669.79,2675.358,4681078200,,,,,,,,,,,0
2675.461,2696.344,2675.461,2693.331,4492393200,,,,,,,,,,,0
2695.297,2698.547,2685.287,2691.898,3709621400,,,,,,,,,,,0
2692.417,2696.536,2675.703,2677.312,3783318900,,,,,,,,,,,0
2673.935,2704.743,2673.774,2690.843,3647372300,,,,,,,,,,,0
2691.666,2692.703,2673.238,2679.74,3592005300,,,,,,,,,,,0
2676.051,2692.444,2657.302,2665.634,4995136400,,,,,,,,,,,0
2669.005,2674.113,2659.022,2662.711,4084747700,,,,,,,,,,,0
2659.103,2669.357,2653.452,2658.621,3216863400,,,,,,,,7.2258211868758435,10.089126417604488,1.4992107254185534,0
2631.475,2671.712,2631.475,2662.252,4217357100,,,,,,,,18.459256562335458,11.397164109645004,32.58344146771637,1
2555.71,2579.597,2457.08,2516.965,10270123100,14.281880843689843,,,,,,,24.557758627993966,16.74761212573509,40.178051632511725,0
2526.508,2574.353,2510.636,2574.353,9015352300,28.556850997712512,,,,,,,37.84597998622953,26.95433172551965,59.62927650764928,0
2548.487,2597.102,2541.552,2597.102,7771869600,33.29885350335158,,,,,,,42.68973026518566,35.031156293136384,58.00687820928421,0
2628.522,2628.522,2590.763,2612.619,6111983100,36.39976957760548,,,,,,,56.63365427515231,45.72312150885583,78.45471980774526,0
2620.774,2621.163,2595.499,2619.576,4493927600,37.7960530027011,,,,,,,63.86313760344274,54.39550738126024,82.79839804780774,0
2623.568,2636.79,2615.393,2628.206,4512328300,39.56841470258337,,,,2775.5591198577317,2662.4669000000004,2549.374680142269,71.3000063887237,63.93226608910626,86.03548698795858,0
2624.201,2637.75,2615.367,2634.593,4200538600,40.91030485880939,,,,2765.4657620996923,2657.3004,2549.135037900308,76.86465322714044,70.67593240643562,89.24209486855008,0
2639.202,2661.781,2616.87,2658.496,5122473200,45.764085302292486,,,,2754.6016271047383,2653.2379499999997,2551.874272895261,85.13204950947673,77.76556970844696,99.86500911153627,0
2648.046,2661.804,2639.972,2659.896,3787998500,46.04364290396557,,,,2740.812709617045,2648.8846,2556.9564903829546,91.87208163734908,84.62292812465542,106.37038866273642,0
2648.66,2666.271,2645.869,2657.637,3035317200,45.63489618226973,,,,2732.2799456994976,2645.85715,2559.434354300502,95.78763402159575,90.93058838947387,105.50172528583951,0
2655.545,2671.344,2652.654,2652.81,3441198200,44.72131958390197,,,,2730.1664159459756,2644.7297499999995,2559.2930840540234,93.08021582511456,93.57997716135314,92.0806931526374,-1
2651.491,2667.838,2650.331,2656.539,3722082200,45.62690972153627,,,,2725.6026808047372,2642.8901499999997,2560.177619195262,87.26660551372241,92.04481845347759,77.71017963421204,0
2662.926,2664.467,2646.361,2648.83,3304635800,44.021345523647355,,,,2720.4206048086244,2640.7367499999996,2561.052895191375,79.2210624904567,86.5226279430979,64.61793158517432,0
2648.768,2665.729,2648.757,2655.364,3125267900,45.76341209672016,,,,2717.869402256884,2639.63935,2561.409297743116,74.465173018215,80.31761367413138,62.76029170638222,0
2660.159,2663.345,2643.398,2648.81,3238096000,44.27503427991667,,,,2712.3356328247264,2637.5377,2562.7397671752733,67.17083903793366,73.61902484886845,54.274467416064084,0
2643.136,2658.462,2636.409,2651.225,3290945100,44.98505472992419,,,,2708.691983850975,2636.1119499999995,2563.5319161490243,64.75450855758193,68.79684020457687,56.669845263592066,0
2650.432,2655.341,2639.8,2645.512,2804263100,43.57073466536798,,,,2706.570346540004,2635.10585,2563.641353459996,49.62264257689606,60.51599672413721,27.835934282413774,0
2646.064,2651.299,2631.84,2633.16,4321765700,40.598729023103004,,,,2703.9617206110984,2633.6282999999994,2563.2948793889004,30.821726954641097,48.399626029706354,-4.334071195489415,0
2650.464,2650.464,2633.409,2647.717,4070526000,45.331456853003885,,,,2702.7994708577758,2633.0830999999994,2563.366729142223,23.196421152562085,34.54693022803307,0.49540300162011874,0
2685.558,2685.558,2656.2,2670.702,4705582500,51.85421629579853,-12.220455698302885,-23.4557793262122,11.235323627909313,2704.0217663917037,2633.5055999999995,2562.9894336082953,38.62558868960162,30.881245598934925,54.11427487093502,1
2661.266,2695.777,2658.673,2679.509,3344907700,54.11338198307494,-8.452754049988926,-20.455174270967543,12.002420220978617,2690.777936848712,2641.632799999999,2592.4876631512857,62.36384535100898,41.39528506439089,104.30096592424516,0
2676.124,2689.6,2676.124,2684.006,3277870600,55.26760971036707,-5.0457883249564475,-17.373297081765323,12.327508756808875,2688.9339864381063,2647.115449999999,2605.2969135618914,76.16345305210085,59.050962364237144,110.38843442782824,0
2688.748,2710.611,2681.956,2702.617,3912399000,59.77694016645425,-0.834373146370126,-14.065512294686283,13.231139148316156,2694.263281532567,2652.391199999999,2610.5191184674313,81.99916291473791,73.50882043928259,98.97984786564857,0
2713.11,2713.11,2702.057,2708.059,3996550700,61.014501027856795,2.908796844218614,-10.670650466905304,13.579447311123918,2701.49827064018,2657.163199999999,2612.828129359818,88.4087331545745,82.19044970713776,100.84530004944799,0
2708.558,2766.253,2708.418,2753.785,4648515500,69.50463670468332,9.4559893229507,-6.645322508934103,16.101311831884804,2721.925978619507,2663.873649999999,2605.821321380491,91.45354037328269,87.28714548086504,99.786330158118,0
2748.535,2758.084,2735.904,2740.298,3787844800,65.00773497798475,13.401909477820936,-2.6358761115830944,16.03778558940403,2733.9617881844097,2669.478249999999,2604.9947118155887,88.39971260306707,89.42066204364143,86.35781372191835,-1
2734.745,2739.057,2706.466,2716.662,3700633600,57.93359853905166,14.455221172060646,0.7823433451456538,13.672877826914993,2739.0999311152436,2673.5816999999993,2608.063468884755,78.02799043389349,85.96041447008109,62.16314236151831,0
2710.322,2716.865,2701.252,2705.088,2695161100,54.78947421678143,14.19245146045887,3.4643649682082973,10.728086492250572,2742.424036997305,2675.9112999999993,2609.3985630026937,62.59403090624864,76.34057798106973,35.10093675660647,0
2710.393,2729.761,2710.393,2716.629,2930979600,57.27920926905442,14.745489988856662,5.7205899723379705,9.024900016518691,2747.10031719977,2678.7479499999995,2610.395582800229,53.65481596683541,64.7589457689925,31.44655636252122,0
2716.838,2740.771,2716.838,2728.426,3142634100,59.720982170972825,15.951813736303848,7.766834725131146,8.184979011172702,2753.184385584661,2682.2873999999993,2611.3904144153375,52.10828556690888,56.1190441466643,44.086768407398054,0
2725.448,2738.238,2718.786,2733.632,2783507000,60.78616121563212,17.130445575628073,9.63955689523053,7.490888680397543,2759.2293283617546,2686.328499999999,2613.4276716382437,57.73497465902381,54.499358730922694,64.20620651522606,1
2731.183,2742.118,2711.852,2711.852,3366853600,54.31473769041689,16.121220428937704,10.935889601971965,5.185330826965739,2761.459490077485,2689.0941499999994,2616.728809922514,45.21329946658269,51.685519897505124,32.268858604737815,-1
2708.217,2719.701,2692.679,2699.423,3071338100,50.979306216396594,14.15531217521766,11.579774116621104,2.575538058596555,2761.6826509858793,2691.6237999999994,2621.5649490141195,28.92534106377227,43.95787172979292,-1.1397202682690306,0
2699.692,2709.288,2684.709,2685.281,2709668700,47.411682580623946,11.325619814893344,11.528943256275552,-0.20332344138220826,2761.2693670627077,2693.1196499999996,2624.9699329372916,8.751093353560705,27.629911294638557,-29.006542528595,0
2686.727,2691.483,2681.855,2683.063,2517173400,46.85781929564179,8.802623010480602,10.983679207116563,-2.1810561966359607,2760.1025802266317,2694.8322999999996,2629.5620197733674,3.9834617911693453,13.886632069500775,-15.822878765493515,0
2684.487,2703.993,2677.807,2690.893,2747183600,49.117616960933894,7.350216704909599,10.25698670667517,-2.9067700017655707,2759.002983851677,2696.8157,2634.628416148323,7.7107000871262485,6.815085077285435,9.501930106807876,1
2688.957,2696.145,2669.166,2678.696,3215169200,45.84708880026312,5.155548326415101,9.236699030623155,-4.081150704208055,2756.7457955927453,2698.4748999999997,2640.204004407254,11.805309111509912,7.833156996601836,19.74961334132606,0
2674.768,2697.394,2671.336,2687.296,3360848400,48.45331128820899,4.063365997663823,8.20203242403129,-4.138666426367466,2751.560034002451,2701.1816999999996,2650.803365997548,19.42111268306682,12.979040627234326,32.305256794731804,0
2688.735,2699.67,2687.305,2690.824,2760383000,49.52648019009416,3.442797324167259,7.250185404058483,-3.807388079891224,2747.712222822365,2703.3370499999996,2658.961877177634,22.534451877033035,17.92029122386992,31.762773183359265,0
2692.54,2695.875,2682.537,2692.129,3077905600,49.94163548588946,3.021465203061325,6.404441363859052,-3.3829761607977265,2746.5590770880644,2704.4084,2662.257722911935,28.672277662024097,23.542614074041314,38.93160483798966,0
