Date,Adj Close,Close,High,Low,Open,Volume,代码,名称,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume
,HSI,HSI,HSI,HSI,HSI,HSI,,,SPY,SPY,SPY,SPY,SPY,SPY,QQQ,QQQ,QQQ,QQQ,QQQ,QQQ,IWM,IWM,IWM,IWM,IWM,IWM,VTI,VTI,VTI,VTI,VTI,VTI,GLD,GLD,GLD,GLD,GLD,GLD,USO,USO,USO,USO,USO,USO,TLT,TLT,TLT,TLT,TLT,TLT,AGG,AGG,AGG,AGG,AGG,AGG
2023-01-20,,,,,,,VTI,美国全市场ETF,,,,,,,,,,,,,,,,,,,191.80274963378906,198.75999450683594,198.80999755859375,194.92999267578125,195.85000610351562,2429300.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-23,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.08869934082031,99.83999633789062,100.05999755859375,99.77999877929688,99.80000305175781,6573200.0
2023-01-23,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,179.6300048828125,179.6300048828125,179.69000244140625,177.77999877929688,178.35000610351562,5265500.0,,,,,,,,,,,,,,,,,,
2023-01-23,,,,,,,IWM,罗素2000指数ETF,,,,,,,,,,,,,181.5232391357422,187.3300018310547,188.1199951171875,184.5800018310547,185.42999267578125,20329900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-23,,,,,,,QQQ,纳斯达克100指数ETF,,,,,,,284.53753662109375,288.9599914550781,290.2099914550781,282.7300109863281,283.5400085449219,52799900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-23,,,,,,,SPY,标普500指数ETF,387.320556640625,400.6300048828125,402.6499938964844,395.7200012207031,396.7200012207031,84178800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-23,,,,,,,TLT,20年以上美国国债ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.67670440673828,105.69999694824219,106.19999694824219,105.48999786376953,105.56999969482422,12961500.0,,,,,,
2023-01-23,,,,,,,USO,原油ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.5,71.5,72.25,71.29000091552734,71.81999969482422,1661100.0,,,,,,,,,,,,
2023-01-23,,,,,,,VTI,美国全市场ETF,,,,,,,,,,,,,,,,,,,194.23452758789062,201.27999877929688,202.16000366210938,198.6999969482422,199.1999969482422,3438100.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-24,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.49014282226562,100.27999877929688,100.31999969482422,99.68000030517578,99.83999633789062,6538600.0
2023-01-24,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,180.27999877929688,180.27999877929688,180.32000732421875,178.35000610351562,179.55999755859375,4604600.0,,,,,,,,,,,,,,,,,,
2023-01-24,,,,,,,IWM,罗素2000指数ETF,,,,,,,,,,,,,181.13563537597656,186.92999267578125,187.8300018310547,185.8800048828125,186.58999633789062,19263500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-24,,,,,,,QQQ,纳斯达克100指数ETF,,,,,,,283.95654296875,288.3699951171875,289.54998779296875,286.7799987792969,287.30999755859375,44875100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-24,,,,,,,SPY,标普500指数ETF,386.90478515625,400.20001220703125,401.1499938964844,397.6400146484375,398.8800048828125,59524900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-24,,,,,,,TLT,20年以上美国国债ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.05255126953125,107.22000122070312,107.44999694824219,105.38999938964844,106.12000274658203,16417200.0,,,,,,
2023-01-24,,,,,,,USO,原油ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.22000122070312,70.22000122070312,71.66000366210938,69.87999725341797,71.58999633789062,1653200.0,,,,,,,,,,,,
2023-01-24,,,,,,,VTI,美国全市场ETF,,,,,,,,,,,,,,,,,,,193.91607666015625,200.9499969482422,201.4600067138672,199.74000549316406,200.39999389648438,2679400.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-25,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.59960174560547,100.4000015258789,100.47000122070312,100.0999984741211,100.26000213623047,5431000.0
2023-01-25,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,181.11000061035156,181.11000061035156,181.22000122070312,179.2899932861328,179.35000610351562,6925300.0,,,,,,,,,,,,,,,,,,
2023-01-25,,,,,,,IWM,罗素2000指数ETF,,,,,,,,,,,,,181.63951110839844,187.4499969482422,187.50999450683594,183.8699951171875,185.41000366210938,18174600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-25,,,,,,,QQQ,纳斯达克100指数ETF,,,,,,,283.32635498046875,287.7300109863281,288.3599853515625,281.17999267578125,283.7699890136719,50872000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-25,,,,,,,SPY,标普500指数ETF,387.04986572265625,400.3500061035156,400.70001220703125,393.55999755859375,395.95001220703125,84800300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-25,,,,,,,TLT,20年以上美国国债ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.28791809082031,107.4800033569336,107.91000366210938,106.63999938964844,107.37000274658203,11906500.0,,,,,,
2023-01-25,,,,,,,USO,原油ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.51000213623047,70.51000213623047,71.08999633789062,69.63999938964844,70.41000366210938,1613200.0,,,,,,,,,,,,
2023-01-25,,,,,,,VTI,美国全市场ETF,,,,,,,,,,,,,,,,,,,194.01260375976562,201.0500030517578,201.1999969482422,197.58999633789062,198.9499969482422,2802000.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-26,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.44450378417969,100.2300033569336,100.45999908447266,100.06999969482422,100.33000183105469,5399100.0
2023-01-26,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,179.47000122070312,179.47000122070312,180.27000427246094,178.4600067138672,180.14999389648438,5860100.0,,,,,,,,,,,,,,,,,,
2023-01-26,,,,,,,IWM,罗素2000指数ETF,,,,,,,,,,,,,182.715087890625,188.55999755859375,189.85000610351562,186.2899932861328,188.97999572753906,18369100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-26,,,,,,,QQQ,纳斯达克100指数ETF,,,,,,,288.8504943847656,293.3399963378906,293.5199890136719,288.5199890136719,291.2200012207031,51596300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-26,,,,,,,SPY,标普500指数ETF,391.3036804199219,404.75,404.9200134277344,400.0299987792969,403.1300048828125,72287400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-26,,,,,,,TLT,20年以上美国国债ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.83533477783203,106.9800033569336,107.6500015258789,106.48999786376953,107.13999938964844,15549400.0,,,,,,
2023-01-26,,,,,,,USO,原油ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.93000030517578,70.93000030517578,71.76000213623047,70.2699966430664,71.6500015258789,1481400.0,,,,,,,,,,,,
2023-01-26,,,,,,,VTI,美国全市场ETF,,,,,,,,,,,,,,,,,,,196.01014709472656,203.1199951171875,203.27999877929688,200.85000610351562,202.35000610351562,2806200.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-27,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.30767059326172,100.08000183105469,100.13999938964844,99.91000366210938,99.95999908447266,5123100.0
2023-01-27,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,179.22000122070312,179.22000122070312,179.72000122070312,178.25999450683594,179.27000427246094,6052700.0,,,,,,,,,,,,,,,,,,
2023-01-27,,,,,,,IWM,罗素2000指数ETF,,,,,,,,,,,,,183.70347595214844,189.5800018310547,190.3000030517578,187.7899932861328,187.97999572753906,20019900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-27,,,,,,,QQQ,纳斯达克100指数ETF,,,,,,,291.72576904296875,296.260009765625,298.260009765625,291.8800048828125,292.0,56441900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-27,,,,,,,SPY,标普500指数ETF,392.2027587890625,405.67999267578125,408.1600036621094,403.44000244140625,403.6600036621094,68346200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-27,,,,,,,TLT,20年以上美国国债ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5909194946289,106.70999908447266,106.95999908447266,106.11000061035156,106.19000244140625,11845500.0,,,,,,
2023-01-27,,,,,,,USO,原油ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5,69.5,71.77999877929688,69.19999694824219,71.73999786376953,3185000.0,,,,,,,,,,,,
2023-01-27,,,,,,,VTI,美国全市场ETF,,,,,,,,,,,,,,,,,,,196.80145263671875,203.94000244140625,205.0500030517578,202.5800018310547,202.60000610351562,4521900.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-30,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.06133270263672,99.80999755859375,100.08999633789062,99.80000305175781,99.9000015258789,6822000.0
2023-01-30,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,178.75999450683594,178.75999450683594,179.42999267578125,178.64999389648438,179.2899932861328,4210700.0,,,,,,,,,,,,,,,,,,
2023-01-30,,,,,,,IWM,罗素2000指数ETF,,,,,,,,,,,,,181.1453094482422,186.94000244140625,189.61000061035156,186.8300018310547,187.83999633789062,18395100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-30,,,,,,,QQQ,纳斯达克100指数ETF,,,,,,,285.8274230957031,290.2699890136719,294.3800048828125,289.8900146484375,292.92999267578125,49405800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-30,,,,,,,SPY,标普500指数ETF,387.28192138671875,400.5899963378906,405.1300048828125,400.2799987792969,402.79998779296875,74202000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-30,,,,,,,TLT,20年以上美国国债ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.23792266845703,106.31999969482422,107.16000366210938,106.19000244140625,106.45999908447266,11459700.0,,,,,,
2023-01-30,,,,,,,USO,原油ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0999984741211,68.0999984741211,69.87000274658203,68.02999877929688,68.68000030517578,2345800.0,,,,,,,,,,,,
2023-01-30,,,,,,,VTI,美国全市场ETF,,,,,,,,,,,,,,,,,,,194.16702270507812,201.2100067138672,203.61000061035156,201.08999633789062,202.27999877929688,2992300.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-31,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.43537139892578,100.22000122070312,100.33999633789062,99.83000183105469,100.16000366210938,12083600.0
2023-01-31,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,179.41000366210938,179.41000366210938,179.6999969482422,178.5399932861328,178.82000732421875,5976900.0,,,,,,,,,,,,,,,,,,
2023-01-31,,,,,,,IWM,罗素2000指数ETF,,,,,,,,,,,,,185.54457092285156,191.47999572753906,191.5800018310547,187.3800048828125,187.4199981689453,21567900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-31,,,,,,,QQQ,纳斯达克100指数ETF,,,,,,,290.1108703613281,294.6199951171875,294.7200012207031,290.20001220703125,290.30999755859375,46705100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-31,,,,,,,SPY,标普500指数ETF,392.9762268066406,406.4800109863281,406.5299987792969,400.7699890136719,401.1300048828125,86811800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-31,,,,,,,TLT,20年以上美国国债ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.00730895996094,107.16999816894531,107.27999877929688,105.87000274658203,106.9800033569336,13705300.0,,,,,,
2023-01-31,,,,,,,USO,原油ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.31999969482422,69.31999969482422,69.37000274658203,67.66999816894531,67.86000061035156,1391600.0,,,,,,,,,,,,
2023-01-31,,,,,,,VTI,美国全市场ETF,,,,,,,,,,,,,,,,,,,197.27427673339844,204.42999267578125,204.49000549316406,201.4499969482422,201.64999389648438,4827600.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-01,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.08014678955078,100.68000030517578,100.77999877929688,99.86000061035156,100.19000244140625,11593300.0
2023-02-01,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,181.6699981689453,181.6699981689453,181.72999572753906,178.6300048828125,179.75,7996000.0,,,,,,,,,,,,,,,,,,
2023-02-01,,,,,,,IWM,罗素2000指数ETF,,,,,,,,,,,,,188.4613037109375,194.49000549316406,196.19000244140625,190.1300048828125,191.19000244140625,27007300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-01,,,,,,,QQQ,纳斯达克100指数ETF,,,,,,,296.314453125,300.9200134277344,303.42999267578125,292.29998779296875,294.4100036621094,67562200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-01,,,,,,,SPY,标普500指数ETF,397.1526794433594,410.79998779296875,413.6700134277344,402.3500061035156,405.2099914550781,101459200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-01,,,,,,,TLT,20年以上美国国债ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.17345428466797,108.18000030517578,108.58999633789062,106.41999816894531,107.55000305175781,25305800.0,,,,,,
2023-02-01,,,,,,,USO,原油ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.36000061035156,67.36000061035156,69.41000366210938,66.76000213623047,69.20999908447266,3538500.0,,,,,,,,,,,,
2023-02-01,,,,,,,VTI,美国全市场ETF,,,,,,,,,,,,,,,,,,,199.6771240234375,206.9199981689453,208.32000732421875,202.50999450683594,203.91000366210938,4385600.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-02,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.18077087402344,100.79000091552734,101.1500015258789,100.73999786376953,101.04000091552734,9197800.0
2023-02-02,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,177.89999389648438,177.89999389648438,181.11000061035156,177.74000549316406,181.0800018310547,8842400.0,,,,,,,,,,,,,,,,,,
2023-02-02,,,,,,,IWM,罗素2000指数ETF,,,,,,,,,,,,,192.17257690429688,198.32000732421875,199.25999450683594,194.35000610351562,196.00999450683594,31020400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-02,,,,,,,QQQ,纳斯达克100指数ETF,,,,,,,306.94921875,311.7200012207031,313.67999267578125,306.7300109863281,307.57000732421875,83070600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-02,,,,,,,SPY,标普500指数ETF,402.93402099609375,416.7799987792969,418.30999755859375,412.8800048828125,414.8599853515625,101654500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-02,,,,,,,TLT,20年以上美国国债ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.30052185058594,108.31999969482422,109.3499984741211,108.08999633789062,108.91999816894531,19548400.0,,,,,,
2023-02-02,,,,,,,USO,原油ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.56999969482422,66.56999969482422,67.48999786376953,65.9000015258789,66.98999786376953,2561500.0,,,,,,,,,,,,
2023-02-02,,,,,,,VTI,美国全市场ETF,,,,,,,,,,,,,,,,,,,202.65895080566406,210.00999450683594,210.8800048828125,208.10000610351562,209.0,3730800.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-03,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.29363250732422,99.81999969482422,100.12999725341797,99.5199966430664,99.94999694824219,9083000.0
2023-02-03,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,173.4600067138672,173.4600067138672,175.42999267578125,173.1199951171875,174.9199981689453,13674400.0,,,,,,,,,,,,,,,,,,
2023-02-03,,,,,,,IWM,罗素2000指数ETF,,,,,,,,,,,,,190.88380432128906,196.99000549316406,199.1300048828125,195.6999969482422,196.11000061035156,24981500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-03,,,,,,,QQQ,纳斯达克100指数ETF,,,,,,,301.49395751953125,306.17999267578125,312.3900146484375,304.5400085449219,304.94000244140625,76170800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-03,,,,,,,SPY,标普500指数ETF,398.6512145996094,412.3500061035156,416.9700012207031,411.0899963378906,411.5899963378906,94736800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-03,,,,,,,TLT,20年以上美国国债ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.83032989501953,106.69999694824219,107.11000061035156,106.08000183105469,106.7699966430664,20619500.0,,,,,,
2023-02-03,,,,,,,USO,原油ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4000015258789,64.4000015258789,68.38999938964844,64.3499984741211,66.7300033569336,4875300.0,,,,,,,,,,,,
2023-02-03,,,,,,,VTI,美国全市场ETF,,,,,,,,,,,,,,,,,,,200.56491088867188,207.83999633789062,210.17999267578125,207.0399932861328,207.50999450683594,2854200.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-06,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.79061889648438,99.2699966430664,99.41999816894531,99.2300033569336,99.30999755859375,9198900.0
2023-02-06,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,173.82000732421875,173.82000732421875,174.4600067138672,173.27999877929688,174.11000061035156,8957000.0,,,,,,,,,,,,,,,,,,
2023-02-06,,,,,,,IWM,罗素2000指数ETF,,,,,,,,,,,,,188.12213134765625,194.13999938964844,196.3800048828125,193.3699951171875,195.64999389648438,18160100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-06,,,,,,,QQQ,纳斯达克100指数ETF,,,,,,,298.943603515625,303.5899963378906,305.9100036621094,302.2200012207031,303.510009765625,40802300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-06,,,,,,,SPY,标普500指数ETF,396.2149353027344,409.8299865722656,411.2900085449219,408.1000061035156,409.7900085449219,60295300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-06,,,,,,,TLT,20年以上美国国债ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.1134262084961,105.91000366210938,106.30999755859375,105.68000030517578,105.75,15182400.0,,,,,,
2023-02-06,,,,,,,USO,原油ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5,65.5,65.52999877929688,63.66999816894531,65.06999969482422,2694200.0,,,,,,,,,,,,
2023-02-06,,,,,,,VTI,美国全市场ETF,,,,,,,,,,,,,,,,,,,199.0595245361328,206.27999877929688,207.07000732421875,205.5,206.41000366210938,2841700.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-07,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.63513946533203,99.0999984741211,99.56999969482422,99.05999755859375,99.1500015258789,6224800.0
2023-02-07,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,173.97999572753906,173.97999572753906,175.27000427246094,173.47000122070312,173.72000122070312,6794200.0,,,,,,,,,,,,,,,,,,
2023-02-07,,,,,,,IWM,罗素2000指数ETF,,,,,,,,,,,,,189.5175018310547,195.5800018310547,196.10000610351562,191.64999389648438,193.41000366210938,27074100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-07,,,,,,,QQQ,纳斯达克100指数ETF,,,,,,,305.1373596191406,309.8800048828125,311.0299987792969,302.32000732421875,303.4599914550781,67584000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-07,,,,,,,SPY,标普500指数ETF,401.3968811035156,415.19000244140625,416.489990234375,407.57000732421875,408.8699951171875,90990700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-07,,,,,,,TLT,20年以上美国国债ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.342041015625,105.05999755859375,106.2300033569336,105.0,105.33000183105469,18290300.0,,,,,,
2023-02-07,,,,,,,USO,原油ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.76000213623047,67.76000213623047,67.8499984741211,65.81999969482422,65.83000183105469,3598100.0,,,,,,,,,,,,
2023-02-07,,,,,,,VTI,美国全市场ETF,,,,,,,,,,,,,,,,,,,201.5685272216797,208.8800048828125,209.55999755859375,205.02999877929688,206.0,3028100.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-08,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.76314544677734,99.23999786376953,99.43000030517578,98.94999694824219,99.13999938964844,4900600.0
2023-02-08,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,174.41000366210938,174.41000366210938,174.99000549316406,173.8300018310547,174.94000244140625,4075600.0,,,,,,,,,,,,,,,,,,
2023-02-08,,,,,,,IWM,罗素2000指数ETF,,,,,,,,,,,,,186.7461700439453,192.72000122070312,195.3699951171875,192.1999969482422,194.36000061035156,17933500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-08,,,,,,,QQQ,纳斯达克100指数ETF,,,,,,,299.7116394042969,304.3699951171875,309.5,303.6700134277344,308.5400085449219,56720900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-08,,,,,,,SPY,标普500指数ETF,397.0076904296875,410.6499938964844,414.5299987792969,409.92999267578125,413.1300048828125,76227500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-08,,,,,,,TLT,20年以上美国国债ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.79580688476562,105.55999755859375,105.58000183105469,104.38999938964844,105.04000091552734,13530700.0,,,,,,
2023-02-08,,,,,,,USO,原油ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.68000030517578,68.68000030517578,68.79000091552734,67.61000061035156,68.4000015258789,2052000.0,,,,,,,,,,,,
2023-02-08,,,,,,,VTI,美国全市场ETF,,,,,,,,,,,,,,,,,,,199.4165802001953,206.64999389648438,208.7100067138672,206.25999450683594,207.91000366210938,2945400.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-09,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.4064712524414,98.8499984741211,99.55999755859375,98.83000183105469,99.54000091552734,5594800.0
2023-02-09,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,173.02999877929688,173.02999877929688,175.52000427246094,172.8699951171875,175.49000549316406,5361300.0,,,,,,,,,,,,,,,,,,
2023-02-09,,,,,,,IWM,罗素2000指数ETF,,,,,,,,,,,,,184.04258728027344,189.92999267578125,195.1199951171875,189.42999267578125,194.22999572753906,20516600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-09,,,,,,,QQQ,纳斯达克100指数ETF,,,,,,,297.06280517578125,301.67999267578125,308.989990234375,300.20001220703125,308.8399963378906,49137800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-09,,,,,,,SPY,标普500指数ETF,393.5658874511719,407.0899963378906,414.57000732421875,405.80999755859375,414.4100036621094,78694900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-09,,,,,,,TLT,20年以上美国国债ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.8883056640625,104.55999755859375,106.62000274658203,104.38999938964844,106.47000122070312,20469900.0,,,,,,
2023-02-09,,,,,,,USO,原油ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.91999816894531,67.91999816894531,68.5,67.12000274658203,67.87999725341797,2430700.0,,,,,,,,,,,,
2023-02-09,,,,,,,VTI,美国全市场ETF,,,,,,,,,,,,,,,,,,,197.47691345214844,204.63999938964844,208.61000061035156,204.10000610351562,208.4600067138672,2705900.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-10,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.01319885253906,98.41999816894531,98.83000183105469,98.4000015258789,98.81999969482422,5068200.0
2023-02-10,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,173.36000061035156,173.36000061035156,173.67999267578125,172.6300048828125,173.6300048828125,2971100.0,,,,,,,,,,,,,,,,,,
2023-02-10,,,,,,,IWM,罗素2000指数ETF,,,,,,,,,,,,,184.4108428955078,190.30999755859375,190.6300048828125,188.52999877929688,189.27999877929688,15248700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-10,,,,,,,QQQ,纳斯达克100指数ETF,,,,,,,295.1131896972656,299.70001220703125,301.57000732421875,297.25,299.4800109863281,50050100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-10,,,,,,,SPY,标普500指数ETF,394.48443603515625,408.0400085449219,408.44000244140625,405.010009765625,405.8599853515625,70769700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-10,,,,,,,TLT,20年以上美国国债ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.8265380859375,103.38999938964844,104.44000244140625,103.12000274658203,104.4000015258789,16598300.0,,,,,,
