Date,Adj Close,Close,High,Low,Open,Volume,代码,名称,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume,Adj Close,Close,High,Low,Open,Volume
,HSI,HSI,HSI,HSI,HSI,HSI,,,SPY,SPY,SPY,SPY,SPY,SPY,QQQ,QQQ,QQQ,QQQ,QQQ,QQQ,IWM,IWM,IWM,IWM,IWM,IWM,VTI,VTI,VTI,VTI,VTI,VTI,GLD,GLD,GLD,GLD,GLD,GLD,USO,USO,USO,USO,USO,USO,TLT,TLT,TLT,TLT,TLT,TLT,AGG,AGG,AGG,AGG,AGG,AGG
2021-12-23,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8432388305664,114.19999694824219,114.30999755859375,114.06999969482422,114.29000091552734,5506700.0
2021-12-23,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,168.97000122070312,168.97000122070312,169.16000366210938,168.00999450683594,168.69000244140625,4551100.0,,,,,,,,,,,,,,,,,,
2021-12-23,23193.599609375,23193.599609375,23193.599609375,23193.599609375,23193.599609375,0.0,HSI,恒生指数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-23,,,,,,,IWM,罗素2000指数ETF,,,,,,,,,,,,,212.09010314941406,222.0399932861328,222.8000030517578,220.33999633789062,221.0500030517578,22125400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-23,,,,,,,QQQ,纳斯达克100指数ETF,,,,,,,387.9858703613281,396.9200134277344,398.42999267578125,394.1400146484375,394.30999755859375,29595500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-23,,,,,,,SPY,标普500指数ETF,447.7027893066406,470.6000061035156,472.19000244140625,468.6400146484375,468.75,56439700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-23,,,,,,,TLT,20年以上美国国债ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.34442138671875,148.52000427246094,149.60000610351562,148.02999877929688,149.58999633789062,11642500.0,,,,,,
2021-12-23,,,,,,,USO,原油ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.130001068115234,53.130001068115234,53.2400016784668,52.349998474121094,52.47999954223633,3662700.0,,,,,,,,,,,,
2021-12-23,,,,,,,VTI,美国全市场ETF,,,,,,,,,,,,,,,,,,,227.7096710205078,240.6699981689453,241.36000061035156,239.5,239.8699951171875,2925100.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-27,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8967514038086,114.26000213623047,114.30000305175781,114.12999725341797,114.1500015258789,5436800.0
2021-12-27,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,169.3699951171875,169.3699951171875,169.4199981689453,168.77999877929688,168.9600067138672,4760300.0,,,,,,,,,,,,,,,,,,
2021-12-27,23223.80078125,23223.80078125,23223.80078125,23223.80078125,23223.80078125,0.0,HSI,恒生指数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-27,,,,,,,IWM,罗素2000指数ETF,,,,,,,,,,,,,214.07687377929688,224.1199951171875,224.24000549316406,220.60000610351562,222.33999633789062,24196700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-27,,,,,,,QQQ,纳斯达克100指数ETF,,,,,,,394.3982849121094,403.4800109863281,403.4800109863281,398.2200012207031,398.25,32820700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-27,,,,,,,SPY,标普500指数ETF,454.038818359375,477.260009765625,477.30999755859375,472.010009765625,472.05999755859375,56808600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-27,,,,,,,TLT,20年以上美国国债ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.66282653808594,148.8800048828125,149.00999450683594,148.32000732421875,148.4600067138672,7821800.0,,,,,,
2021-12-27,,,,,,,USO,原油ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.52000045776367,54.52000045776367,54.650001525878906,52.810001373291016,52.97999954223633,4326300.0,,,,,,,,,,,,
2021-12-27,,,,,,,VTI,美国全市场ETF,,,,,,,,,,,,,,,,,,,230.69981384277344,242.9600067138672,242.9600067138672,240.33999633789062,240.47999572753906,4395100.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-28,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.85213470458984,114.20999908447266,114.44999694824219,114.16999816894531,114.43000030517578,5253800.0
2021-12-28,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,168.63999938964844,168.63999938964844,169.64999389648438,168.6199951171875,169.3300018310547,4541900.0,,,,,,,,,,,,,,,,,,
2021-12-28,23280.599609375,23280.599609375,23280.599609375,23280.599609375,23280.599609375,0.0,HSI,恒生指数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-28,,,,,,,IWM,罗素2000指数ETF,,,,,,,,,,,,,212.76829528808594,222.75,225.72999572753906,222.35000610351562,223.7899932861328,23120300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-28,,,,,,,QQQ,纳斯达克100指数ETF,,,,,,,392.5703430175781,401.6099853515625,404.5799865722656,400.7099914550781,404.3999938964844,33113700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-28,,,,,,,SPY,标普500指数ETF,453.66778564453125,476.8699951171875,478.80999755859375,476.05999755859375,477.7200012207031,47274600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-28,,,,,,,TLT,20年以上美国国债ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.14109802246094,148.2899932861328,149.77999877929688,148.00999450683594,149.60000610351562,9174600.0,,,,,,
2021-12-28,,,,,,,USO,原油ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.66999816894531,54.66999816894531,55.13999938964844,54.540000915527344,54.83000183105469,2862300.0,,,,,,,,,,,,
2021-12-28,,,,,,,VTI,美国全市场ETF,,,,,,,,,,,,,,,,,,,230.22503662109375,242.4600067138672,243.77999877929688,242.0399932861328,243.05999755859375,3960900.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.54894256591797,113.87000274658203,114.05000305175781,113.80999755859375,113.98999786376953,5933800.0
2021-12-29,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,168.58999633789062,168.58999633789062,168.69000244140625,167.27999877929688,167.36000061035156,5889700.0,,,,,,,,,,,,,,,,,,
2021-12-29,23086.5,23086.5,23086.5,23086.5,23086.5,0.0,HSI,恒生指数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29,,,,,,,IWM,罗素2000指数ETF,,,,,,,,,,,,,212.99752807617188,222.99000549316406,223.49000549316406,221.25999450683594,222.72000122070312,19444400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29,,,,,,,QQQ,纳斯达克100指数ETF,,,,,,,392.5116882324219,401.54998779296875,403.04998779296875,399.1099853515625,401.75,32248500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29,,,,,,,SPY,标普500指数ETF,454.24810791015625,477.4800109863281,478.55999755859375,475.9200134277344,476.9800109863281,54503000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29,,,,,,,TLT,20年以上美国国债ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.70840454101562,146.6699981689453,147.30999755859375,146.41000366210938,146.91000366210938,11771200.0,,,,,,
2021-12-29,,,,,,,USO,原油ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.08000183105469,55.08000183105469,55.66999816894531,54.36000061035156,54.47999954223633,3933400.0,,,,,,,,,,,,
2021-12-29,,,,,,,VTI,美国全市场ETF,,,,,,,,,,,,,,,,,,,230.35794067382812,242.60000610351562,243.16000366210938,241.7100067138672,242.5500030517578,3044300.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-30,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7718734741211,114.12000274658203,114.12999725341797,113.83000183105469,113.98999786376953,5455400.0
2021-12-30,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,169.8000030517578,169.8000030517578,169.80999755859375,168.3699951171875,168.42999267578125,5426300.0,,,,,,,,,,,,,,,,,,
2021-12-30,23112.0,23112.0,23112.0,23112.0,23112.0,0.0,HSI,恒生指数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-30,,,,,,,IWM,罗素2000指数ETF,,,,,,,,,,,,,212.940185546875,222.92999267578125,225.42999267578125,222.6999969482422,222.94000244140625,23607700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-30,,,,,,,QQQ,纳斯达克100指数ETF,,,,,,,391.338623046875,400.3500061035156,403.57000732421875,399.75,401.3299865722656,23850100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-30,,,,,,,SPY,标普500指数ETF,452.9923400878906,476.1600036621094,479.0,475.6700134277344,477.92999267578125,55329000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-30,,,,,,,TLT,20年以上美国国债ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.796142578125,147.89999389648438,147.97000122070312,146.4499969482422,147.25,10355000.0,,,,,,
2021-12-30,,,,,,,USO,原油ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.099998474121094,55.099998474121094,55.72999954223633,55.029998779296875,55.31999969482422,3649000.0,,,,,,,,,,,,
2021-12-30,,,,,,,VTI,美国全市场ETF,,,,,,,,,,,,,,,,,,,229.98760986328125,242.2100067138672,243.69000244140625,242.0,243.11000061035156,4501500.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-31,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7362289428711,114.08000183105469,114.30999755859375,114.05999755859375,114.1500015258789,7989500.0
2021-12-31,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,170.9600067138672,170.9600067138672,171.0399932861328,170.0399932861328,170.52999877929688,7039300.0,,,,,,,,,,,,,,,,,,
2021-12-31,23397.69921875,23397.69921875,23397.69921875,23397.69921875,23397.69921875,0.0,HSI,恒生指数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-31,,,,,,,IWM,罗素2000指数ETF,,,,,,,,,,,,,212.48171997070312,222.4499969482422,224.1199951171875,222.38999938964844,222.49000549316406,23997400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-31,,,,,,,QQQ,纳斯达克100指数ETF,,,,,,,388.8949890136719,397.8500061035156,401.05999755859375,397.3399963378906,399.6600036621094,34752900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-31,,,,,,,SPY,标普500指数ETF,451.8507385253906,474.9599914550781,476.8599853515625,474.6700134277344,475.6400146484375,65237400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-31,,,,,,,TLT,20年以上美国国债ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.05264282226562,148.19000244140625,149.02999877929688,147.42999267578125,147.80999755859375,13402300.0,,,,,,
2021-12-31,,,,,,,USO,原油ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.36000061035156,54.36000061035156,55.16999816894531,54.040000915527344,54.88999938964844,2497900.0,,,,,,,,,,,,
2021-12-31,,,,,,,VTI,美国全市场ETF,,,,,,,,,,,,,,,,,,,229.25650024414062,241.44000244140625,242.69000244140625,241.44000244140625,242.08999633789062,3499900.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-03,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.04061126708984,113.30000305175781,113.68000030517578,113.30000305175781,113.66999816894531,9399200.0
2022-01-03,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,168.3300018310547,168.3300018310547,169.00999450683594,168.0,168.86000061035156,9014400.0,,,,,,,,,,,,,,,,,,
2022-01-03,23274.80078125,23274.80078125,23274.80078125,23274.80078125,23274.80078125,0.0,HSI,恒生指数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-03,,,,,,,IWM,罗素2000指数ETF,,,,,,,,,,,,,215.22312927246094,225.32000732421875,226.69000244140625,222.72999572753906,223.7100067138672,30618800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-03,,,,,,,QQQ,纳斯达克100指数ETF,,,,,,,392.6387023925781,401.67999267578125,401.94000244140625,396.8800048828125,399.04998779296875,40575900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-03,,,,,,,SPY,标普500指数ETF,454.46685791015625,477.7099914550781,477.8500061035156,473.8500061035156,476.29998779296875,72668200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-03,,,,,,,TLT,20年以上美国国债ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.61251068115234,144.3000030517578,146.94000244140625,144.27999877929688,146.41000366210938,33860400.0,,,,,,
2022-01-03,,,,,,,USO,原油ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.83000183105469,54.83000183105469,55.15999984741211,53.939998626708984,53.970001220703125,5602900.0,,,,,,,,,,,,
2022-01-03,,,,,,,VTI,美国全市场ETF,,,,,,,,,,,,,,,,,,,230.7092742919922,242.97000122070312,242.97000122070312,240.86000061035156,242.4199981689453,4204000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.03167724609375,113.29000091552734,113.30000305175781,113.08000183105469,113.22000122070312,7772100.0
2022-01-04,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,169.57000732421875,169.57000732421875,169.72000122070312,168.72999572753906,168.89999389648438,6965600.0,,,,,,,,,,,,,,,,,,
2022-01-04,23289.80078125,23289.80078125,23289.80078125,23289.80078125,23289.80078125,0.0,HSI,恒生指数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04,,,,,,,IWM,罗素2000指数ETF,,,,,,,,,,,,,214.89833068847656,224.97999572753906,227.1300048828125,223.3800048828125,226.0,22013100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04,,,,,,,QQQ,纳斯达克100指数ETF,,,,,,,387.5460205078125,396.4700012207031,402.2799987792969,393.2900085449219,402.239990234375,58027200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04,,,,,,,SPY,标普500指数ETF,454.3147277832031,477.54998779296875,479.9800109863281,475.5799865722656,479.2200012207031,71178700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04,,,,,,,TLT,20年以上美国国债ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0818862915039,143.6999969482422,144.1300048828125,142.74000549316406,143.61000061035156,21996400.0,,,,,,
2022-01-04,,,,,,,USO,原油ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.59000015258789,55.59000015258789,56.04999923706055,55.25,55.310001373291016,4857000.0,,,,,,,,,,,,
2022-01-04,,,,,,,VTI,美国全市场ETF,,,,,,,,,,,,,,,,,,,230.27247619628906,242.50999450683594,244.05999755859375,241.35000610351562,243.72999572753906,4217000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-05,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.71957397460938,112.94000244140625,113.36000061035156,112.9000015258789,113.33999633789062,8530900.0
2022-01-05,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,169.05999755859375,169.05999755859375,170.92999267578125,168.89999389648438,170.6199951171875,8715600.0,,,,,,,,,,,,,,,,,,
2022-01-05,22907.19921875,22907.19921875,22907.19921875,22907.19921875,22907.19921875,0.0,HSI,恒生指数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-05,,,,,,,IWM,罗素2000指数ETF,,,,,,,,,,,,,207.61978149414062,217.36000061035156,225.91000366210938,217.32000732421875,224.8699951171875,40582100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-05,,,,,,,QQQ,纳斯达克100指数ETF,,,,,,,375.6402282714844,384.2900085449219,395.8900146484375,384.0299987792969,394.739990234375,75739800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-05,,,,,,,SPY,标普500指数ETF,445.5908508300781,468.3800048828125,477.9800109863281,468.2799987792969,477.1600036621094,104538900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-05,,,,,,,TLT,20年以上美国国债ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.39212036132812,142.9199981689453,144.16000366210938,142.7100067138672,144.13999938964844,20911700.0,,,,,,
2022-01-05,,,,,,,USO,原油ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.43000030517578,55.43000030517578,56.47999954223633,55.43000030517578,56.15999984741211,5043500.0,,,,,,,,,,,,
2022-01-05,,,,,,,VTI,美国全市场ETF,,,,,,,,,,,,,,,,,,,225.27792358398438,237.25,242.66000366210938,237.1999969482422,242.0800018310547,4878300.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-06,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.61255645751953,112.81999969482422,112.83999633789062,112.66000366210938,112.75,8866500.0
2022-01-06,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,166.99000549316406,166.99000549316406,167.75,166.86000061035156,167.16000366210938,10902700.0,,,,,,,,,,,,,,,,,,
2022-01-06,23072.900390625,23072.900390625,23072.900390625,23072.900390625,23072.900390625,0.0,HSI,恒生指数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-06,,,,,,,IWM,罗素2000指数ETF,,,,,,,,,,,,,208.8042449951172,218.60000610351562,220.4199981689453,215.82000732421875,217.82000732421875,39105900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-06,,,,,,,QQQ,纳斯达克100指数ETF,,,,,,,375.3763122558594,384.0199890136719,387.3500061035156,380.1300048828125,382.4200134277344,70814300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-06,,,,,,,SPY,标普500指数ETF,445.1722106933594,467.94000244140625,470.82000732421875,465.42999267578125,467.8900146484375,86858900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-06,,,,,,,TLT,20年以上美国国债ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.71929168701172,143.2899932861328,143.44000244140625,142.2899932861328,142.58999633789062,18996400.0,,,,,,
2022-01-06,,,,,,,USO,原油ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.88999938964844,56.88999938964844,57.310001373291016,56.650001525878906,57.099998474121094,4954400.0,,,,,,,,,,,,
2022-01-06,,,,,,,VTI,美国全市场ETF,,,,,,,,,,,,,,,,,,,225.22096252441406,237.19000244140625,238.77000427246094,235.5399932861328,237.1999969482422,4519200.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-07,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.31824493408203,112.48999786376953,112.70999908447266,112.33999633789062,112.69000244140625,9018900.0
2022-01-07,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,167.75,167.75,168.00999450683594,166.86000061035156,167.3699951171875,8191900.0,,,,,,,,,,,,,,,,,,
2022-01-07,23493.400390625,23493.400390625,23493.400390625,23493.400390625,23493.400390625,0.0,HSI,恒生指数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-07,,,,,,,IWM,罗素2000指数ETF,,,,,,,,,,,,,206.3876190185547,216.07000732421875,220.3800048828125,215.92999267578125,218.60000610351562,31583900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-07,,,,,,,QQQ,纳斯达克100指数ETF,,,,,,,371.3099060058594,379.8599853515625,385.760009765625,378.0400085449219,384.0299987792969,72652300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-07,,,,,,,SPY,标普500指数ETF,443.4123229980469,466.0899963378906,469.20001220703125,464.6499938964844,467.95001220703125,85111600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-07,,,,,,,TLT,20年以上美国国债ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.80842590332031,142.25999450683594,143.24000549316406,141.55999755859375,143.1300048828125,18756800.0,,,,,,
2022-01-07,,,,,,,USO,原油ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.66999816894531,56.66999816894531,57.040000915527344,56.369998931884766,56.900001525878906,6023600.0,,,,,,,,,,,,
2022-01-07,,,,,,,VTI,美国全市场ETF,,,,,,,,,,,,,,,,,,,224.19544982910156,236.11000061035156,238.07000732421875,235.32000732421875,237.19000244140625,3580200.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-10,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.22907257080078,112.38999938964844,112.41999816894531,112.13999938964844,112.2300033569336,8074900.0
2022-01-10,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,168.25999450683594,168.25999450683594,168.3000030517578,167.30999755859375,167.36000061035156,7026500.0,,,,,,,,,,,,,,,,,,
2022-01-10,23746.5,23746.5,23746.5,23746.5,23746.5,0.0,HSI,恒生指数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-10,,,,,,,IWM,罗素2000指数ETF,,,,,,,,,,,,,205.67123413085938,215.32000732421875,215.38999938964844,211.11000061035156,214.77000427246094,45778100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-10,,,,,,,QQQ,纳斯达克100指数ETF,,,,,,,371.5542297363281,380.1099853515625,380.6400146484375,369.30999755859375,374.82000732421875,91770500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-10,,,,,,,SPY,标普500指数ETF,442.8605041503906,465.510009765625,465.739990234375,456.6000061035156,462.70001220703125,119362000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-10,,,,,,,TLT,20年以上美国国债ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.11795043945312,142.61000061035156,142.80999755859375,141.36000061035156,141.64999389648438,13775800.0,,,,,,
2022-01-10,,,,,,,USO,原油ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.15999984741211,56.15999984741211,56.779998779296875,55.83000183105469,56.56999969482422,3758000.0,,,,,,,,,,,,
2022-01-10,,,,,,,VTI,美国全市场ETF,,,,,,,,,,,,,,,,,,,223.80616760253906,235.6999969482422,235.83999633789062,230.97000122070312,234.2100067138672,5819600.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-11,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.41633605957031,112.5999984741211,112.62999725341797,112.2699966430664,112.33000183105469,6728600.0
2022-01-11,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,170.2899932861328,170.2899932861328,170.30999755859375,168.3699951171875,168.44000244140625,8369000.0,,,,,,,,,,,,,,,,,,
2022-01-11,23739.099609375,23739.099609375,23739.099609375,23739.099609375,23739.099609375,0.0,HSI,恒生指数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-11,,,,,,,IWM,罗素2000指数ETF,,,,,,,,,,,,,207.85861206054688,217.61000061035156,217.8300018310547,212.9600067138672,215.47999572753906,35209900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-11,,,,,,,QQQ,纳斯达克100指数ETF,,,,,,,377.1357727050781,385.82000732421875,385.989990234375,377.2200012207031,379.3599853515625,68295700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-11,,,,,,,SPY,标普500指数ETF,446.8941345214844,469.75,469.8500061035156,462.04998779296875,465.2300109863281,74303100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-11,,,,,,,TLT,20年以上美国国债ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.9580307006836,143.55999755859375,143.6300048828125,142.6999969482422,142.8800048828125,24388700.0,,,,,,
2022-01-11,,,,,,,USO,原油ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.15999984741211,58.15999984741211,58.279998779296875,56.540000915527344,56.95000076293945,6841500.0,,,,,,,,,,,,
2022-01-11,,,,,,,VTI,美国全市场ETF,,,,,,,,,,,,,,,,,,,226.0375518798828,238.0500030517578,238.11000061035156,234.08999633789062,235.7100067138672,3524800.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-12,,,,,,,AGG,美国综合债券ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.41633605957031,112.5999984741211,112.79000091552734,112.58000183105469,112.72000122070312,6713200.0
2022-01-12,,,,,,,GLD,黄金ETF,,,,,,,,,,,,,,,,,,,,,,,,,170.74000549316406,170.74000549316406,170.75,170.00999450683594,170.19000244140625,6280700.0,,,,,,,,,,,,,,,,,,
2022-01-12,24402.19921875,24402.19921875,24402.19921875,24402.19921875,24402.19921875,0.0,HSI,恒生指数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
